Years;Cluster Id;Cluster generic legend;Cluster specific legend;Terms id;Pseudo-Inclusion;Cluster Size;Density;Number of fathers;Number of sons
2001 2004;13;21;329;238 445 21 329 244;0;0;0;1;0
2001 2004;14;148;119;210 221 148 118 119 60;0;0;0;1;0
2001 2004;15;134;202;265 134 164 202 251 505;0;0;0;0;1
2001 2004;16;163;224;305 313 101 163 224 462 192 332 251 505 7 43;0;0;0;0;1
2001 2004;17;602;723;905 785 561 602 723 644;0;0;0;1;1
2001 2004;18;948;1127;1020 1005 1071 1127 1130 1140 841 834 936 1128 1111 873 910 925 934 948 964 784 705;0;0;0;2;0
2001 2004;19;532;726;699 726 683 718 532;0;0;0;1;0
2001 2004;20;1129;1351;1150 1130 1140 1015 1129 1185 1351 1019 1028 1069;0;0;0;2;0
2001 2004;21;399;714;699 106 356 445 598 714 726 244 343 399 683;0;0;0;2;2
2001 2004;22;289;555;599 785 653 72 289 298 555 209 264;0;0;0;1;0
2001 2004;23;278;311;278 311 305 265 88 54 58;0;0;0;1;1
2001 2004;24;88;54;462 265 505 88 54 58;0;0;0;1;1
2001 2004;25;352;374;688 538 583 352 374 404;0;0;0;0;1
2001 2004;26;860;605;699 561 683 860 718 673 605;0;0;0;1;1
2001 2004;27;279;262;279 313 59 158 262;0;0;0;1;1
2001 2004;28;551;790;749 567 753 790 551;0;0;0;1;0
2001 2004;29;689;690;699 726 718 690 689;0;0;0;0;1
2001 2004;30;660;577;785 497 559 577 660 485;0;0;0;1;1
2001 2004;31;597;335;749 621 753 335 597;0;0;0;0;0
2001 2004;32;566;573;598 688 579 573 566;0;0;0;0;0
2001 2004;33;284;386;284 313 59 386 158 296;0;0;0;1;0
2001 2004;34;583;538;688 59 158 296 538 583;0;0;0;1;1
2001 2004;35;236;331;336 533 599 521 749 835 176 236 331;0;0;0;1;1
2001 2004;36;199;117;336 533 599 521 688 117 567 653 141 199 176;0;0;0;1;2
2001 2004;37;353;507;533 599 521 749 835 353 507;0;0;0;1;2
2002 2005;0;1071;1111;1150 1071 1127 1130 1140 875 1058 922 1111;0;0;0;0;1
2002 2005;1;236;331;236 336 507 533 567 599 688 749 835 521 176 331;0;0;0;2;2
2002 2005;2;417;437;533 599 688 521 437 417;0;0;0;1;1
2002 2005;3;343;683;699 860 718 445 399 343 683 416;0;0;0;2;2
2002 2005;4;106;356;106 356 533 598 714 726;0;0;0;1;2
2002 2005;5;896;898;1127 1130 1140 835 636 724 896 898;0;0;0;0;1
2002 2005;6;790;724;749 835 636 724 760 790;0;0;0;0;0
2002 2005;7;487;653;533 599 688 521 653 364 264 487;0;0;0;1;2
2002 2005;8;380;428;428 533 567 599 749 521 380;0;0;0;1;1
2002 2005;9;121;22;35 144 121 22 41;0;0;0;1;1
2002 2005;10;1514;1508;1514 1489 1423 1508 1525 1530 1343 1428 1471;0;0;0;2;1
2002 2005;11;1204;1195;1291 1219 1157 1339 1204 1195;0;0;0;0;0
2002 2005;12;1432;1379;1449 1489 1390 1379 1432 1454;0;0;0;0;1
2002 2005;13;625;393;1006 606 625 627 393;0;0;0;0;0
2002 2005;14;1021;1075;1021 1150 973 1015 1075 980;0;0;0;0;0
2002 2005;15;318;93;144 210 347 506 436 34 44 64 80 93 386 169 318 222 315;0;0;0;0;1
2002 2005;16;543;182;603 616 182 442 543;0;0;0;0;0
2002 2005;17;799;713;684 905 799 713 618;0;0;0;0;0
2002 2005;18;840;759;435 840 651 759 746 907 698;0;0;0;0;1
2002 2005;19;983;1025;1010 1127 1055 782 983 1175 1025 520 988;0;0;0;0;1
2002 2005;20;1200;1198;1200 1198 1160 1181 1164;0;0;0;0;0
2002 2005;21;586;570;726 586 760 660 290 570;0;0;0;0;1
2002 2005;22;838;930;930 993 819 838 736 764;0;0;0;0;2
2002 2005;23;986;1038;1006 1038 801 874 986;0;0;0;1;1
2002 2005;24;927;935;1006 817 874 897 927 930 935 993 998;0;0;0;0;1
2002 2005;25;461;201;461 726 583 616 201 271 431;0;0;0;0;0
2002 2005;26;254;212;688 583 757 212 254;0;0;0;0;0
2002 2005;27;202;134;456 505 265 134 202;0;0;0;1;0
2002 2005;28;414;506;456 445 506 414 424;0;0;0;1;0
2002 2005;29;126;345;370 598 362 126 345;0;0;0;0;1
2002 2005;30;959;1030;1030 644 656 670 699 708 723 797 808 860 905 959 766 602;0;0;0;0;1
2002 2005;31;205;211;370 249 313 211 205;0;0;0;0;2
2002 2005;32;78;5;370 249 140 5 78;0;0;0;1;1
2002 2005;33;163;224;322 251 224 313 192 332 163;0;0;0;1;1
2002 2005;34;296;538;599 688 59 436 386 268 284 158 583 160 296 215 404 538 352 374 385;0;0;0;2;2
2002 2005;35;279;262;279 313 436 158 262 160;0;0;0;1;1
2002 2005;36;221;183;196 221 599 240 287 183;0;0;0;0;0
2002 2005;37;833;577;656 699 598 714 582 378 785 577 660 559 833 497 609 424 485 556 620 633;0;0;0;1;1
2002 2005;38;829;784;910 835 784 829 353;0;0;0;0;1
2002 2005;39;206;154;688 436 386 154 268 206;0;0;0;0;0
2002 2005;40;54;88;278 505 265 462 305 58 311 54 88;0;0;0;2;1
2002 2005;41;689;690;699 689 714 718 726 690;0;0;0;1;2
2002 2005;42;555;522;699 555 785 660 298 522;0;0;0;0;1
2002 2005;43;644;602;644 699 785 660 602;0;0;0;1;1
2003 2006;0;560;601;599 688 594 861 739 653 785 601 438 560 574 596;0;0;0;0;1
2003 2006;1;345;126;370 362 598 579 126 345;0;0;0;1;1
2003 2006;2;1132;1040;1045 1200 1198 1040 1046 1132;0;0;0;0;0
2003 2006;3;14;272;249 313 178 272 211 14;0;0;0;1;1
2003 2006;4;538;352;688 583 753 538 352;0;0;0;0;0
2003 2006;5;883;901;1034 1030 901 928 959 883 905;0;0;0;0;2
2003 2006;6;723;959;1030 808 860 959 602 610 644 670 699 708 723 727 766 797 905;0;0;0;1;2
2003 2006;7;738;548;738 905 799 906 548;0;0;0;0;2
2003 2006;8;137;249;249 370 211 346 137 579 125 198 136 78 5 205;0;0;0;2;1
2003 2006;9;224;190;332 313 436 224 190;0;0;0;1;2
2003 2006;10;563;577;598 579 660 577 563;0;0;0;0;0
2003 2006;11;633;556;688 653 660 785 556 633;0;0;0;0;0
2003 2006;12;525;579;598 525 579 567 660;0;0;0;0;0
2003 2006;13;829;964;964 835 948 910 784 829 705;0;0;0;1;2
2003 2006;14;404;446;688 386 446 583 340 404 352 374 385;0;0;0;1;0
2003 2006;15;956;928;1030 956 928 959 766;0;0;0;0;1
2003 2006;16;54;88;278 305 505 192 265 462 603 54 88 58 311;0;0;0;1;1
2003 2006;17;797;799;797 905 281 799 906 700;0;0;0;0;2
2003 2006;18;519;583;599 688 583 753 519;0;0;0;0;0
2003 2006;19;296;158;332 313 436 158 296;0;0;0;1;0
2003 2006;20;298;555;555 653 660 785 298 601;0;0;0;1;0
2003 2006;21;602;561;602 610 644 699 561 660 785;0;0;0;1;1
2003 2006;22;1489;1514;1469 1514 1449 1423 1309 1426 1489 1508 1525 1343 1379 1390 1432 1454 1459 1530 1478;0;0;0;2;0
2003 2006;23;93;80;144 347 386 47 64 80 93 169 318;0;0;0;1;1
2003 2006;24;1543;1513;1557 1513 1543 1587 1602 1608;0;0;0;0;1
2003 2006;25;943;954;1010 836 846 848 860 916 926 943 954 805 842 683 648 734 854;0;0;0;0;1
2003 2006;26;35;121;35 144 313 259 121 244 18 21 22 24 255 41;0;0;0;1;0
2003 2006;27;1384;1387;1234 1384 1154 1327 1387 1213;0;0;0;0;1
2003 2006;28;876;912;1030 876 793 795 856 912;0;0;0;0;1
2003 2006;29;759;840;651 1045 1200 569 435 472 654 759 840 169 658 600 698 864 907 503 679 746 807;0;0;0;1;1
2003 2006;30;1006;986;1006 1038 801 817 843 874 897 927 935 961 985 986 993 998;0;0;0;2;1
2003 2006;31;210;413;210 20 461 413 159 201;0;0;0;0;0
2003 2006;32;937;1060;1075 1109 846 937 1060;0;0;0;0;1
2003 2006;33;838;930;817 993 819 838 930;0;0;0;1;1
2003 2006;34;285;219;313 259 17 285 219;0;0;0;0;0
2003 2006;35;611;612;856 703 611 496 612;0;0;0;0;1
2003 2006;36;764;736;861 838 930 764 736;0;0;0;1;1
2003 2006;37;983;782;1036 1055 1083 983 1025 782 988;0;0;0;1;0
2003 2006;38;1219;1252;1059 1072 1014 1205 1219 1252 1052 1126 1082 1362;0;0;0;0;1
2003 2006;39;207;292;610 905 579 292 207;0;0;0;0;1
2003 2006;40;379;505;505 379 600 299 357;0;0;0;0;0
2003 2006;41;748;833;808 861 833 785 748;0;0;0;0;1
2003 2006;42;121;255;259 370 121 9 22 255;0;0;0;0;0
2003 2006;43;570;586;920 726 586 760 660 785 290 570;0;0;0;1;0
2003 2006;44;468;835;533 599 714 835 521 653 468;0;0;0;1;0
2003 2006;45;221;82;370 533 599 148 521 221 82;0;0;0;1;1
2003 2006;46;513;531;513 533 599 714 835 749 653 531;0;0;0;0;1
2003 2006;47;498;487;533 599 688 521 653 498 487 349;0;0;0;1;0
2003 2006;48;331;236;370 236 336 507 533 599 688 835 521 749 176 567 331 653;0;0;0;1;1
2003 2006;49;335;465;507 533 599 688 521 749 567 465 335;0;0;0;1;1
2003 2006;50;1071;1130;1150 962 1005 1020 1071 1127 1130 1140 1185 936 1058 1111 875 1064 1069 922;0;0;0;1;2
2003 2006;51;193;274;599 749 567 193 274 551;0;0;0;1;0
2003 2006;52;559;485;699 598 833 378 660 785 559 577 497 582 485;0;0;0;1;2
2003 2006;53;343;445;699 598 244 445 399 343;0;0;0;1;3
2003 2006;54;675;593;688 749 753 785 530 593 675;0;0;0;0;0
2003 2006;55;718;399;860 699 598 714 726 445 390 399 683 718;0;0;0;2;3
2003 2006;56;866;834;1127 1130 1140 834 724 866 898;0;0;0;1;1
2003 2006;57;356;106;106 356 533 598 714 726;0;0;0;1;0
2003 2006;58;284;296;688 436 386 284 158 296 583;0;0;0;1;1
2003 2006;59;790;551;599 688 749 790 567 753 551 785 531 530;0;0;0;0;1
2003 2006;60;522;479;699 598 714 726 479 522;0;0;0;2;2
2004 2007;0;1038;801;1006 1038 801 843 986;0;0;0;1;0
2004 2007;1;74;83;119 221 148 74 83;0;0;0;0;1
2004 2007;2;734;1010;1010 635 734 794 816 857 860 943 954 959;0;0;0;1;0
2004 2007;3;748;808;833 861 808 785 748;0;0;0;1;2
2004 2007;4;882;886;836 943 954 906 886 810 882;0;0;0;0;0
2004 2007;5;1109;980;1000 1021 1075 1109 1150 973 980 1043;0;0;0;0;0
2004 2007;6;192;107;192 107 187 344 52;0;0;0;0;0
2004 2007;7;14;211;272 249 178 211 14;0;0;0;1;0
2004 2007;8;1;31;1 272 278 305 31 42 88;0;0;0;0;1
2004 2007;9;1023;1081;1186 1175 1023 1045 1081;0;0;0;0;1
2004 2007;10;1027;937;1075 1109 1150 937 1027;0;0;0;1;1
2004 2007;11;759;698;654 759 840 651 658 746 435 698 907 864;0;0;0;1;1
2004 2007;12;163;224;313 279 332 163 224;0;0;0;1;2
2004 2007;13;586;458;586 660 280 290 458;0;0;0;0;0
2004 2007;14;858;807;912 840 858 907 864 747 807;0;0;0;0;1
2004 2007;15;1121;1021;1000 1021 1121 1140 1150 924;0;0;0;0;0
2004 2007;16;186;439;420 598 469 579 125 403 439 186 292;0;0;0;0;1
2004 2007;17;247;346;346 579 403 247 482;0;0;0;0;0
2004 2007;18;346;290;346 403 482 280 290;0;0;0;0;0
2004 2007;19;87;279;313 279 436 332 87;0;0;0;1;1
2004 2007;20;661;718;860 959 699 718 661;0;0;0;0;0
2004 2007;21;525;610;1030 959 525 610 905;0;0;0;2;0
2004 2007;22;789;920;1075 1150 1010 1030 789 920 959;0;0;0;0;0
2004 2007;23;561;610;610 699 561 726 785;0;0;0;1;0
2004 2007;24;465;176;521 533 599 165 240 567 749 688 176 428 236 372 465 507 621 331 500 335 380;0;0;0;2;0
2004 2007;25;54;311;278 305 88 265 311 462 505 54 58;0;0;0;1;1
2004 2007;26;21;244;21 238 244 399 329 445;0;0;0;1;0
2004 2007;27;956;918;1150 1034 1030 956 959 924 918 928 932;0;0;0;2;1
2004 2007;28;898;873;1140 1127 1130 948 873 898 896;0;0;0;1;1
2004 2007;29;829;705;948 964 910 835 829 925 896 784 705;0;0;0;1;1
2004 2007;30;137;198;249 370 137 171 598 259 78 122 140 198 579 285 125 46 48;0;0;0;2;1
2004 2007;31;296;583;386 436 158 284 296 404 583 688 215;0;0;0;1;1
2004 2007;32;343;609;699 244 399 445 609 343;0;0;0;1;1
2004 2007;33;602;558;959 610 905 602 723 558;0;0;0;1;1
2004 2007;34;1149;1041;1150 1130 1185 1117 1041 1149;0;0;0;0;1
2004 2007;35;644;670;860 959 644 670 905 723;0;0;0;1;1
2004 2007;36;799;797;794 727 738 766 797 905 906 799 700;0;0;0;2;1
2004 2007;37;797;700;794 959 738 797 905 723 700;0;0;0;2;0
2004 2007;38;719;896;1130 948 964 835 719 896;0;0;0;1;0
2004 2007;39;287;72;599 221 240 72 287 209;0;0;0;0;0
2004 2007;40;559;577;699 833 598 714 378 660 785 559 577 485;0;0;0;1;2
2004 2007;41;582;378;699 399 598 445 582 378 660;0;0;0;2;1
2004 2007;42;390;399;860 699 399 445 390 683;0;0;0;1;1
2004 2007;43;497;522;860 699 390 522 683 497;0;0;0;2;0
2004 2007;44;1128;1261;1140 1130 948 964 1163 1261 910 1214 1128 925;0;0;0;0;2
2004 2007;45;479;522;860 699 598 714 726 522 683 479 718;0;0;0;2;1
2004 2007;46;464;498;1127 599 464 498 749 866;0;0;0;0;0
2004 2007;47;594;601;599 594 688 653 677 601 560 574;0;0;0;1;1
2004 2007;48;1005;1071;1140 1150 1005 1071 1127 1130 1185 1186 936;0;0;0;1;2
2004 2007;49;1111;936;1140 1127 1130 1186 936 1175 1111;0;0;0;1;1
2004 2007;50;141;521;370 521 533 599 221 148 141;0;0;0;1;1
2004 2007;51;1200;1131;1112 1132 1200 1131 1119 1046 1079 1234 1113 1118;0;0;0;0;1
2004 2007;52;1530;1514;1514 1423 1489 1530 1525 1554 1467 1508 1447 1503 1440 1560 1471 1529 1526 1493 1513;0;0;0;0;1
2004 2007;53;1234;1313;1132 997 1234 1313 1384 1178 1213;0;0;0;1;0
2004 2007;54;1280;1313;1339 1280 1313 1384 1269 1209 1235 1244;0;0;0;0;0
2004 2007;55;1439;1484;1474 1409 1451 1403 1439 1484 1501 1544;0;0;0;0;1
2004 2007;56;793;1055;1055 1030 963 954 793 912;0;0;0;1;0
2004 2007;57;1351;1288;1351 1369 1336 1288 1411;0;0;0;0;0
2004 2007;58;1290;1291;1291 1339 1290 1237 1244 1253;0;0;0;0;0
2004 2007;59;1449;1442;1442 1408 1449 1333 1364 1539;0;0;0;0;0
2004 2007;60;1513;1602;1548 1529 1605 1513 1602 1608 1557;0;0;0;1;1
2004 2007;61;63;66;278 88 180 63 66;0;0;0;0;0
2004 2007;62;752;557;930 545 838 557 752;0;0;0;0;0
2004 2007;63;630;391;682 630 391 382 383;0;0;0;0;1
2004 2007;64;603;496;571 603 496 611 612 856;0;0;0;1;1
2004 2007;65;1126;1252;1252 1126 1219 1082 1362;0;0;0;1;2
2004 2007;66;93;80;144 318 347 52 71 386 64 80 93 169 222;0;0;0;1;1
2004 2007;67;993;736;1006 985 986 993 817 861 819 930 838 935 764 814 736 831;0;0;0;2;2
2004 2007;68;1176;1089;1291 1339 1089 1176 1182;0;0;0;0;0
2004 2007;69;35;11;35 121 11 6 9;0;0;0;0;0
2004 2007;70;309;495;436 495 241 206 309;0;0;0;0;0
2004 2007;71;967;1031;1150 1034 967 1031 1043;0;0;0;0;0
2004 2007;72;638;731;950 731 881 638 856;0;0;0;0;1
2004 2007;73;551;790;599 567 749 753 551 335 531 790;0;0;0;1;1
2004 2007;74;380;621;533 599 714 835 749 726 621 380;0;0;0;1;0
2005 2008;0;1539;1498;1449 1469 1539 1554 1364 1498 1517 1406 1420 1452 1523 1532 1504;0;0;0;0;1
2005 2008;1;1489;1508;1469 1423 1447 1489 1503 1525 1554 1399 1514 1508 1430 1530 1432 1440 1467 1454 1460 1475;0;0;0;1;0
2005 2008;2;1442;1344;1449 1290 1442 1244 1344 1448;0;0;0;0;0
2005 2008;3;1474;1439;1409 1375 1439 1474 1451;0;0;0;1;1
2005 2008;4;1339;1293;1313 1339 1192 1293 1237 1288;0;0;0;0;1
2005 2008;5;1203;1296;1351 1369 1296 1203 1249;0;0;0;0;1
2005 2008;6;1560;1549;1549 1529 1560 1530 1513 1543;0;0;0;0;0
2005 2008;7;1548;1605;1554 1514 1529 1605 1608 1513 1548 1587 1602 1526;0;0;0;1;0
2005 2008;8;391;383;682 630 391 382 383;0;0;0;1;0
2005 2008;9;1112;1121;1000 1112 1121 1132 1110;0;0;0;0;1
2005 2008;10;1311;1353;1232 1387 1384 1354 1311 1353 1325 1348;0;0;0;0;1
2005 2008;11;461;159;210 461 413 159 189;0;0;0;0;1
2005 2008;12;603;611;856 703 603 571 740 554 496 611 562;0;0;0;1;1
2005 2008;13;816;882;734 943 816 957 882;0;0;0;0;1
2005 2008;14;625;606;606 639 812 627 740 393 625 822 707;0;0;0;0;1
2005 2008;15;133;266;266 521 221 148 533 133 599 240 82;0;0;0;1;1
2005 2008;16;335;551;567 599 749 688 465 753 551 335;0;0;0;1;0
2005 2008;17;896;898;1140 1127 1130 898 948 835 863 866 896;0;0;0;1;2
2005 2008;18;345;726;598 370 533 567 726 579 345;0;0;0;0;1
2005 2008;19;1048;1149;1140 1150 1130 1185 1117 1149 1048;0;0;0;1;2
2005 2008;20;964;1261;948 964 1214 910 1128 1261 925;0;0;0;1;1
2005 2008;21;137;125;137 171 249 211 598 370 346 259 33 78 198 579 285 125 140 17 292 126;0;0;0;1;3
2005 2008;22;594;574;714 594 599 688 653 601 574;0;0;0;1;1
2005 2008;23;1021;1075;1034 1150 1030 1075 924 928 932 937 959 1021;0;0;0;2;1
2005 2008;24;248;322;305 192 322 251 332 202 248;0;0;0;0;1
2005 2008;25;244;21;609 699 244 343 399 445 21 416;0;0;0;1;1
2005 2008;26;416;445;609 699 399 445 598 660 582 390 416;0;0;0;1;0
2005 2008;27;311;54;278 305 88 311 54 265 505 202;0;0;0;1;0
2005 2008;28;272;192;305 192 54 265 272 344 251 505 456 332 202;0;0;0;0;1
2005 2008;29;479;718;479 860 609 699 343 399 445 598 714 726 682 683 390 718 522;0;0;0;2;2
2005 2008;30;1019;979;1140 1127 1130 1185 979 1019;0;0;0;1;2
2005 2008;31;1071;1111;1140 1111 1127 1130 1175 1071 1161 1070;0;0;0;1;1
2005 2008;32;1087;908;1140 1150 1130 1185 1087 908;0;0;0;1;1
2005 2008;33;621;530;598 714 567 579 688 660 621 577 559 424 530;0;0;0;1;1
2005 2008;34;163;131;313 279 131 163 224 81;0;0;0;1;2
2005 2008;35;829;784;948 964 910 835 925 784 829 705;0;0;0;1;1
2005 2008;36;356;260;521 598 714 370 533 356 260 423;0;0;0;0;0
2005 2008;37;268;296;521 436 386 404 456 44 95 215 268 158 284 296 374 413 583 688 352;0;0;0;1;1
2005 2008;38;538;446;599 446 583 688 538 352 564;0;0;0;0;2
2005 2008;39;797;905;734 794 959 766 797 905 644 737 808 785 723 906 799 648 877 670 700;0;0;0;2;3
2005 2008;40;205;203;249 211 370 533 567 579 203 205;0;0;0;0;0
2005 2008;41;485;559;609 699 833 598 714 660 582 785 378 577 559 522 485;0;0;0;1;0
2005 2008;42;1163;1278;948 1278 1163 1214 1128 1261;0;0;0;1;0
2005 2008;43;556;833;833 808 660 785 577 556;0;0;0;1;1
2005 2008;44;602;610;959 610 905 558 683 723 602;0;0;0;1;0
2005 2008;45;24;224;322 313 24 279 224 332;0;0;0;1;1
2005 2008;46;186;403;598 346 579 292 403 469 186 604;0;0;0;1;1
2005 2008;47;74;83;119 221 148 74 83;0;0;0;1;0
2005 2008;48;1022;995;1072 995 1126 1198 1022;0;0;0;0;0
2005 2008;49;1045;1046;1132 1198 1186 1045 1040 1046 1081 1200;0;0;0;2;1
2005 2008;50;759;435;569 746 472 654 759 840 651 169 435 658 640 698;0;0;0;1;1
2005 2008;51;566;687;726 682 630 687 566;0;0;0;0;1
2005 2008;52;907;807;912 828 840 858 864 907 747 807;0;0;0;1;1
2005 2008;53;748;861;833 861 808 785 748;0;0;0;1;1
2005 2008;54;853;774;920 956 768 774 853;0;0;0;0;0
2005 2008;55;87;436;313 436 279 332 158 87;0;0;0;1;1
2005 2008;56;462;509;505 462 478 509 281 412 432;0;0;0;0;0
2005 2008;57;731;638;1034 731 856 881 950 804 638 754;0;0;0;1;1
2005 2008;58;1006;985;1006 817 927 955 985 986 993 998;0;0;0;1;1
2005 2008;59;793;1131;1131 793 912 1098 804;0;0;0;0;1
2005 2008;60;1205;1219;1126 1219 1252 1052 1205 1103;0;0;0;1;1
2005 2008;61;4;57;210 221 286 148 57 4;0;0;0;0;1
2005 2008;62;506;355;386 404 506 355 352;0;0;0;0;1
2005 2008;63;160;284;386 404 284 160 355;0;0;0;0;0
2005 2008;64;289;209;555 209 289 298 653;0;0;0;0;1
2005 2008;65;422;418;521 599 437 422 418;0;0;0;0;0
2005 2008;66;1;42;1 278 31 42 88;0;0;0;1;0
2005 2008;67;930;838;736 817 927 986 993 998 935 884 897 930 838 831;0;0;0;1;2
2005 2008;68;885;892;1030 915 943 954 885 892 950;0;0;0;0;0
2005 2008;69;900;858;993 828 840 858 900;0;0;0;0;0
2005 2008;70;121;22;121 255 370 259 22;0;0;0;0;1
2005 2008;71;80;93;318 347 344 386 64 80 93 169 658;0;0;0;1;1
2005 2008;72;790;690;673 835 749 790 690;0;0;0;0;0
2005 2008;73;1014;1072;1072 1014 1126 1198 1219 1252;0;0;0;1;2
2005 2008;74;648;799;954 703 630 799 648;0;0;0;0;0
2005 2008;75;247;586;794 586 346 247 615;0;0;0;0;0
2005 2008;76;497;555;861 555 785 653 497;0;0;0;0;1
2006 2009;0;1203;1296;1351 1249 1296 1203 1247 1455;0;0;0;1;0
2006 2009;1;1539;1554;1419 1449 1512 1479 1554 1405 1517 1539 1498 1452 1454 1523 1532 1494 1491 1505 1510;0;0;0;1;0
2006 2009;2;1222;1194;1194 1339 1222 1123 1152 1180 1192;0;0;0;0;0
2006 2009;3;1353;1311;1232 1285 1384 1387 1305 1354 1348 1254 1311 1353 1325;0;0;0;1;0
2006 2009;4;1293;1339;1291 1339 1313 1192 1293 1264 1288;0;0;0;1;0
2006 2009;5;1451;1439;1409 1474 1439 1451 1501 1544 1484;0;0;0;1;0
2006 2009;6;1653;1648;1654 1653 1661 1657 1648;0;0;0;0;0
2006 2009;7;159;461;210 461 413 159 180 189;0;0;0;1;0
2006 2009;8;625;639;639 740 393 606 625 822 523 707 812 631;0;0;0;1;0
2006 2009;9;983;1055;1127 1055 1020 983 988;0;0;0;0;0
2006 2009;10;1138;1190;1200 1186 1198 1252 1138 1166 1190 1242 884;0;0;0;0;0
2006 2009;11;1374;1512;1291 1247 1374 1455 1512;0;0;0;0;0
2006 2009;12;603;611;856 950 603 571 554 432 496 611 612;0;0;0;1;0
2006 2009;13;881;638;1034 986 856 881 912 950 731 1098 1131 1197 638 804 907 822 754 778 803;0;0;0;2;0
2006 2009;14;810;882;943 816 810 886 906 779 882;0;0;0;1;0
2006 2009;15;1280;1194;1194 1339 1280 1178 1188;0;0;0;0;0
2006 2009;16;1352;1309;1351 1369 1334 1489 1309 1352 1423 1447;0;0;0;0;0
2006 2009;17;552;627;552 539 627 411 485;0;0;0;0;0
2006 2009;18;512;569;101 512 569 581 600 376;0;0;0;0;0
2006 2009;19;262;87;101 262 279 581 87;0;0;0;0;0
2006 2009;20;1038;801;1122 1006 1038 801 986;0;0;0;0;0
2006 2009;21;1134;1103;1200 1219 1252 1103 1134;0;0;0;1;0
2006 2009;22;566;687;630 682 726 687 566;0;0;0;1;0
2006 2009;23;748;861;861 833 808 785 748;0;0;0;1;0
2006 2009;24;1109;1093;1000 1109 1121 1122 1150 1088 973 1119 1093;0;0;0;0;0
2006 2009;25;144;98;144 145 286 98 284 44;0;0;0;0;0
2006 2009;26;911;954;1010 911 929 943 954;0;0;0;0;0
2006 2009;27;1026;1052;1072 1126 1219 1026 1052 1252;0;0;0;1;0
2006 2009;28;1077;1135;1135 1030 969 1107 1077;0;0;0;0;0
2006 2009;29;564;452;688 583 538 564 452;0;0;0;1;0
2006 2009;30;586;590;586 660 604 615 290 570 590;0;0;0;0;0
2006 2009;31;1014;1129;1122 1072 985 998 1129 1014 1059 1126 1219;0;0;0;1;0
2006 2009;32;1081;1045;1200 1186 1132 1198 1023 1045 1196 858 1040 1046 1081 840;0;0;0;1;0
2006 2009;33;1151;926;926 969 1151 1249 1296;0;0;0;0;0
2006 2009;34;764;770;1127 861 764 770 814;0;0;0;0;0
2006 2009;35;318;93;318 386 80 93 347 64 169 174;0;0;0;1;0
2006 2009;36;241;436;279 313 370 436 241;0;0;0;1;0
2006 2009;37;747;807;858 912 828 840 988 747 907 807;0;0;0;1;0
2006 2009;38;1119;1040;1121 1122 1132 1119 1040;0;0;0;0;0
2006 2009;39;209;289;653 521 289 298 555 209 405;0;0;0;1;0
2006 2009;40;964;1214;1130 948 964 1219 1278 1205 1214 1128 1261 925 910 1163 705 829 784;0;0;0;2;0
2006 2009;41;1156;1163;1130 1185 1186 1163 1156;0;0;0;0;0
2006 2009;42;759;698;569 1045 746 472 651 654 658 698 759 828 840 864 80 64 169 435 640 440 822;0;0;0;1;0
2006 2009;43;1112;1132;1112 1121 1186 1132 1198;0;0;0;1;0
2006 2009;44;993;935;1006 817 831 985 986 993 998 935 884;0;0;0;2;0
2006 2009;45;838;930;817 831 986 993 884 930 838;0;0;0;1;0
2006 2009;46;1091;1150;1122 1150 1140 1185 1091;0;0;0;1;0
2006 2009;47;482;458;581 567 579 482 615 458;0;0;0;0;0
2006 2009;48;379;325;325 600 505 374 379 197 233;0;0;0;0;0
2006 2009;49;926;967;926 967 969 1107 1117;0;0;0;0;0
2006 2009;50;233;325;325 344 505 332 233;0;0;0;0;0
2006 2009;51;497;555;653 555 785 390 497;0;0;0;1;0
2006 2009;52;1048;1069;1150 1130 1140 1185 999 1186 1117 1041 1149 1076 1048 1069 1078;0;0;0;1;0
2006 2009;53;1175;1111;1127 1130 1140 1015 1025 1111 1161 1175 1186 1071 1037 1070;0;0;0;1;0
2006 2009;54;1064;987;1127 1130 1140 1185 1186 936 1064 987;0;0;0;1;0
2006 2009;55;1021;1034;1034 1150 1010 1021 1030 1075 978 883 920 928 932 959 980 1107 901 924 937 766 905 956;0;0;0;1;0
2006 2009;56;873;1058;1127 1130 1140 948 1058 1149 936 873 898;0;0;0;1;0
2006 2009;57;896;866;1150 1130 1140 834 866 898 749 820 835 896;0;0;0;1;0
2006 2009;58;244;416;860 609 699 244 343 375 399 445 45 21 469 153 416 582 683 479 327 390;0;0;0;2;0
2006 2009;59;1019;979;1127 1130 1140 1185 979 1019;0;0;0;1;0
2006 2009;60;237;313;279 259 313 370 314 237;0;0;0;0;0
2006 2009;61;799;797;700 794 766 797 905 906 799 648 670;0;0;0;1;0
2006 2009;62;797;738;1030 794 959 725 738 766 797 877 905;0;0;0;1;0
2006 2009;63;107;52;107 182 192 265 344 52;0;0;0;0;0
2006 2009;64;386;155;386 210 221 599 521 95 436 688 155 158 215 268 296 404 583 374 413 355 273 352;0;0;0;2;0
2006 2009;65;167;255;279 259 255 370 314 167;0;0;0;1;0
2006 2009;66;148;4;148 221 229 599 4 521;0;0;0;2;0
2006 2009;67;723;633;959 699 877 905 833 660 808 723 785 577 727 633 556 644 670 708;0;0;0;2;0
2006 2009;68;131;24;129 279 272 313 178 131 16 24 163 224 314 81 332 85 322 26 248;0;0;0;2;0
